,Source,Target
2085, TCV,Electronic Arts
2085, Sevin Rosen Funds,Electronic Arts
2085, Trip Hawkins,Electronic Arts
2095,BC Partners,Altice USA
2095, Canada Pension Plan Investment Board,Altice USA
2108,Google,Baidu
2108, IDG Capital,Baidu
2108, Threshold,Baidu
2108, ePlanet Capital,Baidu
2108, Peninsula Capital,Baidu
2114,Josef Scarantino,Backstage Capital
2143,Mason Ng,Boost VC
2147,Omnes Capital,ESL Gaming
2181,TA Associates,Bigpoint
2181, Summit Partners,Bigpoint
2181, GMT Capital,Bigpoint
2181, Peacock Equity,Bigpoint
2181, GMT Communications Partners,Bigpoint
